id,on_street,cross_street,routes,routes_total,boardings,alightings,month_beginning,daytype,location
2669,79TH & WESTERN,TERMINAL (Mid bay),79,1,314.1,614.1,10/1/12,Weekday,"(41.75068645, -87.68263219)"
2192,KING DRIVE,McCORMICK SQ (2300 S),"3\,21\,129",3,183.9,613.8,10/1/12,Weekday,"(41.85107858, -87.61905320)"
11468,BRYN MAWR,RED LINE STATION,84,1,12.8,612.3,10/1/12,Weekday,"(41.98360400, -87.65912700)"
1704,WESTERN,DEVON,49B,1,832.4,610.6,10/1/12,Weekday,"(41.99783124, -87.69002808)"
452,MADISON,CLARK,"J14\,19\,20\,56\,60\,124\,157",7,1191.1,610.2,10/1/12,Weekday,"(41.88204200, -87.63067900)"
9429,87TH STREET,STONY ISLAND,87,1,340.9,595.5,10/1/12,Weekday,"(41.73684700, -87.58481700)"
15685,79TH & WESTERN,TERMINAL,79,1,862.3,593.4,10/1/12,Weekday,"(41.75091507, -87.68209208)"
4796,BERWYN,BROADWAY,"92\,N151",2,105.9,591.7,10/1/12,Weekday,"(41.97809291, -87.65930387)"
11044,DIVERSEY,BROWN LINE STATION,76,1,885.8,586.1,10/1/12,Weekday,"(41.93271449, -87.65296134)"
10272,CICERO,CERMAK,"54\,54B",2,934.9,585.4,10/1/12,Weekday,"(41.85113358, -87.74411227)"
9141,PULASKI,LAWRENCE,53,1,158.7,584.9,10/1/12,Weekday,"(41.96814799, -87.72792108)"
17349,79TH STREET,HALSTED,79,1,668.5,584.4,10/1/12,Weekday,"(41.75070107, -87.64430246)"
7203,STONY ISLAND,87TH STREET,"28\,X28",2,153.4,582.9,10/1/12,Weekday,"(41.73707598, -87.58573707)"
2264,95TH STREET,KING DRIVE,3,1,10.1,582.8,10/1/12,Weekday,"(41.72179669, -87.61366877)"
11271,KIMBALL,BELMONT,82,1,1091.2,582.5,10/1/12,Weekday,"(41.93917040, -87.71238336)"
9095,PULASKI,LAKE,53,1,660.4,581.2,10/1/12,Weekday,"(41.88537640, -87.72569999)"
11686,WRIGHT COLLEGE DRIVE,WRIGHT COLLEGE STOP #1,86,1,32.3,578.4,10/1/12,Weekday,"(41.95800778, -87.78795008)"
2599,COTTAGE GROVE,95TH STREET,"4\,N5\,95E",3,107.1,576.7,10/1/12,Weekday,"(41.72222808, -87.60460730)"
206,HARRISON,HALSTED,"7\,60\,755",3,414.8,575.3,10/1/12,Weekday,"(41.87444100, -87.64775000)"
601,CHICAGO,STATE,66,1,1308,575,10/1/12,Weekday,"(41.89674104, -87.62802244)"
8221,WESTERN,DIVISION,49,1,325,574.7,10/1/12,Weekday,"(41.90310000, -87.68711300)"
6035,ASHLAND,LAKE,9,1,403.8,571.7,10/1/12,Weekday,"(41.88509500, -87.66704900)"
1121,MICHIGAN,E. WACKER,"2\,3\,\,6\,10\,20\,26\,N66\,151\,157",9,253,571.1,10/1/12,Weekday,"(41.88807600, -87.62442500)"
15282,CHICAGO,MIES VAN DER ROHE,"3\,26\,66",3,41.4,570.8,10/1/12,Weekday,"(41.89667137, -87.62195835)"
14951,MICHIGAN,111TH STREET,"34\,119",2,314.3,570.6,10/1/12,Weekday,"(41.69240070, -87.62112010)"
1757,DEVON,SHERIDAN,"36\,151\,155",3,698.6,569.3,10/1/12,Weekday,"(41.99825052, -87.66107459)"
11485,PETERSON,OAKLEY,84,1,257.4,568.1,10/1/12,Weekday,"(41.99062720, -87.68706617)"
4825,FOSTER,3700 WEST (LAWNDALE),92,1,360.5,567.9,10/1/12,Weekday,"(41.97565157, -87.72129029)"
11575,CENTRAL,HARRISON,"12\,85",2,1252.1,567.8,10/1/12,Weekday,"(41.87256595, -87.76480172)"
1421,WACKER (upper),MICHIGAN,"2\,6\,10\,122\,123\,134\,135\,136\,144\,146",10,693.3,567.8,10/1/12,Weekday,"(41.88836000, -87.62505500)"
2376,STATE,ROOSEVELT,"29\,62\,129",3,953.7,567,10/1/12,Weekday,"(41.86759377, -87.62753585)"
14775,ILLINOIS,STATE,"29\,65",2,404.5,566.2,10/1/12,Weekday,"(41.89081884, -87.62774465)"
10241,CICERO,LAKE,54,1,291.8,564.4,10/1/12,Weekday,"(41.88677546, -87.74559453)"
8759,MIDWAY TERMINAL,ORANGE LINE STATION,"47\,62H",2,387,564.1,10/1/12,Weekday,"(41.78642785, -87.73844437)"
945,NORTH AVENUE,MILWAUKEE/DAMEN,72,1,1010.7,562.1,10/1/12,Weekday,"(41.91054430, -87.67810901)"
11596,CENTRAL,NORTH AVENUE,85,1,204.3,561.4,10/1/12,Weekday,"(41.90920067, -87.76569708)"
2814,79TH STREET,SOUTH SHORE,79,1,6.8,561,10/1/12,Weekday,"(41.75192184, -87.54832787)"
2634,79TH STREET,KING DRIVE,79,1,593.7,560.4,10/1/12,Weekday,"(41.75118906, -87.61481442)"
5209,JEFFERY,67TH STREET,"J14\,15",2,427.3,559.4,10/1/12,Weekday,"(41.77315424, -87.57657823)"
365,ROOSEVELT,PULASKI,12,1,189.7,558.3,10/1/12,Weekday,"(41.86625401, -87.72504075)"
7687,35TH STREET,KING DRIVE,"4\,35",2,405,557.5,10/1/12,Weekday,"(41.83102240, -87.61762453)"
9109,PULASKI,NORTH AVENUE,53,1,403.2,557,10/1/12,Weekday,"(41.90970880, -87.72628869)"
1001,NORTH AVENUE,NEVA,72,1,6.4,553.9,10/1/12,Weekday,"(41.90900206, -87.80372402)"
9031,PULASKI,LAKE,53,1,584.2,552.2,10/1/12,Weekday,"(41.88528773, -87.72589547)"
1430,STATE,VAN BUREN,"2\,6\,10\,29\,36\,62\,130\,144\,146",9,1206,550.7,10/1/12,Weekday,"(41.87699280, -87.62776397)"
2566,COTTAGE GROVE,63RD STREET,4,1,952.1,548.7,10/1/12,Weekday,"(41.78052475, -87.60603975)"
8849,DAMEN,MILWAUKEE/NORTH AVE.,50,1,522.9,548.6,10/1/12,Weekday,"(41.91025685, -87.67754549)"
3756,LAWRENCE,WESTERN,81,1,572.5,547.9,10/1/12,Weekday,"(41.96853652, -87.68914186)"
409,MADISON,PULASKI,20,1,596,547.3,10/1/12,Weekday,"(41.88061422, -87.72582347)"
663,CHICAGO,CENTRAL,66,1,78.4,543.4,10/1/12,Weekday,"(41.89493013, -87.76526378)"
7680,35TH STREET,RED LINE STATION,35,1,542.8,543.2,10/1/12,Weekday,"(41.83084618, -87.63068122)"
9062,PULASKI,31ST STREET,53,1,3.2,542.9,10/1/12,Weekday,"(41.83698694, -87.72444387)"
14123,MIDWAY TERMINAL,ORANGE LINE STATION,"54B\,N62",2,568.2,542.3,10/1/12,Weekday,"(41.78659933, -87.73871555)"
12515,ADDISON,KENNEDY XWAY NB OFF RAMP,152,1,513.4,540.4,10/1/12,Weekday,"(41.94641730, -87.71752500)"
14800,MADISON,AUSTIN,20,1,5.1,535.1,10/1/12,Weekday,"(41.88019802, -87.77448828)"
7195,STONY ISLAND,SOUTH CHICAGO/79TH STREET,"28\,X28",2,284.4,533.7,10/1/12,Weekday,"(41.75121319, -87.58600460)"
1591,MICHIGAN,ROOSEVELT,"1\,3\,4",3,1358.9,533.4,10/1/12,Weekday,"(41.86712011, -87.62425898)"
8091,47TH STREET,WESTERN AVENUE,"47\,94",2,396.3,533.4,10/1/12,Weekday,"(41.80849339, -87.68468660)"
9489,87TH STREET,STATE,87,1,228.6,532.8,10/1/12,Weekday,"(41.73642434, -87.62402487)"
14138,69TH BUS BRIDGE,RED LINE STATION,30,1,386.3,532.1,10/1/12,Weekday,"(41.76881200, -87.62630073)"
530,CHICAGO,PULASKI,66,1,583,531.3,10/1/12,Weekday,"(41.89528970, -87.72621079)"
606,CHICAGO,FRANKLIN,66,1,885.9,529.2,10/1/12,Weekday,"(41.89666896, -87.63553437)"
4164,ASHLAND,ORANGE LINE STATION,9,1,601.9,527.7,10/1/12,Weekday,"(41.83910169, -87.66542703)"
3794,LAWRENCE,WESTERN,81,1,573.7,527.1,10/1/12,Weekday,"(41.96870994, -87.68868597)"
2167,KING DRIVE,35TH STREET,3,1,338.5,524.4,10/1/12,Weekday,"(41.83146567, -87.61685334)"
14592,WESTERN,LAWRENCE,"11\,49\,49B",3,1112,524.1,10/1/12,Weekday,"(41.96885702, -87.68876891)"
4844,MILWAUKEE,GALE (west leg),"56A\,68\,85\,85A\,92",5,86,522,10/1/12,Weekday,"(41.97066968, -87.76336875)"
17363,KING DRIVE,79TH STREET,3,1,356.2,521.9,10/1/12,Weekday,"(41.75092081, -87.61503894)"
5215,JEFFERY,73RD STREET,"N5\,15",2,259.2,521.9,10/1/12,Weekday,"(41.76244168, -87.57628560)"
15944,ASHLAND,69TH STREET,9,1,390.6,521.4,10/1/12,Weekday,"(41.76835705, -87.66401195)"
17366,HALSTED,ROOSEVELT,"8\,18\,N62",3,292.9,521.4,10/1/12,Weekday,"(41.86675062, -87.64707825)"
14628,PULASKI,MADISON,53,1,642,519.1,10/1/12,Weekday,"(41.88049086, -87.72575985)"
11068,KEDZIE,MILWAUKEE,76,1,16.2,518.9,10/1/12,Weekday,"(41.92948968, -87.70761860)"
14519,CHICAGO,DAMEN,66,1,268.5,517.4,10/1/12,Weekday,"(41.89598301, -87.67731636)"
14913,BELMONT,CLARK,77,1,123.2,517.4,10/1/12,Weekday,"(41.93991049, -87.65029253)"
14796,WESTERN,WINNEBAGO,49,1,134,516.9,10/1/12,Weekday,"(41.91550601, -87.68724361)"
3421,63RD STREET,HALSTED,63,1,678.7,516.6,10/1/12,Weekday,"(41.77971854, -87.64489485)"
1190,SHERIDAN,ARDMORE,"136\,147\,151",3,133,514.6,10/1/12,Weekday,"(41.98752000, -87.65522300)"
17521,ASHLAND,63RD STREET,9,1,1080.9,511.6,10/1/12,Weekday,"(41.77924927, -87.66436375)"
4059,ARMITAGE,MILWAUKEE,73,1,68.8,511.5,10/1/12,Weekday,"(41.91750725, -87.68868221)"
6024,ASHLAND,DIVISION,9,1,1022.7,508.2,10/1/12,Weekday,"(41.90351037, -87.66765753)"
1107,MICHIGAN,betw. MADISON & MONROE,"3\,4\,26\,143\,145\,147\,148\,151",8,251.6,507.6,10/1/12,Weekday,"(41.88119900, -87.62451800)"
9087,PULASKI,HARRISON,53,1,311.1,507.1,10/1/12,Weekday,"(41.87337304, -87.72531290)"
8225,WESTERN,CHICAGO,49,1,365.7,506.8,10/1/12,Weekday,"(41.89588547, -87.68699109)"
416,MADISON,KEDZIE,20,1,304.3,506.4,10/1/12,Weekday,"(41.88090200, -87.70633300)"
2656,79TH STREET,ABERDEEN,79,1,115.7,505,10/1/12,Weekday,"(41.75058856, -87.65119746)"
14205,TAYLOR,DAMEN,12,1,223.1,503.8,10/1/12,Weekday,"(41.86916072, -87.67683282)"
5040,LAKE PARK,47TH STREET TERMINAL,"2\,6\,28\,X28",4,367.1,503.3,10/1/12,Weekday,"(41.80913500, -87.59163800)"
648,CHICAGO,PULASKI,66,1,548.8,502.9,10/1/12,Weekday,"(41.89544463, -87.72590117)"
4454,ARCHER,CERMAK/PRINCETON,62,1,72.1,502,10/1/12,Weekday,"(41.85265120, -87.63504513)"
1149,SHERIDAN,SURF,"77\,134\,143\,151\,156",5,221.2,500.9,10/1/12,Weekday,"(41.93449580, -87.63925986)"
331,ROOSEVELT,HALSTED,12,1,259,499.5,10/1/12,Weekday,"(41.86727379, -87.64654307)"
17190,PULASKI,ROOSEVELT,53,1,252.4,496.7,10/1/12,Weekday,"(41.86602478, -87.72525864)"
1882,DEARBORN,MADISON,"22\,24\,36\,62\,129",5,937.6,495.3,10/1/12,Weekday,"(41.88207029, -87.62929387)"
72,JACKSON,WABASH,"1\,7\,X28\,126\,129",5,97.7,494.5,10/1/12,Weekday,"(41.87820800, -87.62575200)"
318,ROOSEVELT,MICHIGAN,12,1,27.9,493,10/1/12,Weekday,"(41.86733300, -87.62434500)"
10334,CICERO,MILWAUKEE/IRVING PARK,54,1,20.3,492.7,10/1/12,Weekday,"(41.95315947, -87.74718951)"
10265,CICERO,CERMAK,"54\,54B\,N60",3,847.9,492.3,10/1/12,Weekday,"(41.85082587, -87.74429444)"
10096,69TH STREET,HALSTED,67,1,340.2,492,10/1/12,Weekday,"(41.76890717, -87.64437737)"
14483,COLUMBUS,11TH ST.PEDESTRIAN BRIDGE,"2\,6\,10\,J14\,26\,X28",6,188.5,491.2,10/1/12,Weekday,"(41.86935952, -87.62035471)"
1648,E HYDE PARK,CORNELL,"6\,X28",2,59.2,488.9,10/1/12,Weekday,"(41.80244072, -87.58625727)"
510,CHICAGO,AUSTIN,66,1,532,488,10/1/12,Weekday,"(41.89492553, -87.77484321)"
8323,WESTERN,63RD STREET,49,1,457.8,488,10/1/12,Weekday,"(41.77903606, -87.68342317)"
17019,BELMONT,CENTRAL,77,1,301.4,488,10/1/12,Weekday,"(41.93863989, -87.76677666)"
496,MADISON,CICERO,20,1,329.8,487.7,10/1/12,Weekday,"(41.88060934, -87.74512281)"
2754,79TH STREET,ASHLAND,"79\,169",2,1097.2,487.5,10/1/12,Weekday,"(41.75028932, -87.66364199)"
1715,WESTERN,in front of BERWYN TERM.,49B,1,56.4,487.3,10/1/12,Weekday,"(41.97840842, -87.68935634)"
4734,PULASKI,79TH STREET,"53A\,79",2,193.5,487,10/1/12,Weekday,"(41.74917800, -87.72204999)"
1691,WESTERN,BIRCHWOOD,49B,1,275.8,486.5,10/1/12,Weekday,"(42.01823063, -87.68975956)"
5718,IRVING PARK,CICERO,"54A\,80",2,351,486.1,10/1/12,Weekday,"(41.95352261, -87.74708585)"
8299,WESTERN,71ST STREET,"49\,67",2,304.3,485.3,10/1/12,Weekday,"(41.76478300, -87.68329800)"
14102,JEFFERSON PARK,BLUE LINE STATION/SOUTH B,81,1,1423.4,483.9,10/1/12,Weekday,"(41.96976777, -87.76172063)"
11326,MONTROSE,BLUE LINE STATION,78,1,402.6,482.9,10/1/12,Weekday,"(41.96070574, -87.74355169)"
1437,STATE,RANDOLPH,"2\,10\,N22\,29\,144\,145\,146\,148",8,760.5,481.3,10/1/12,Weekday,"(41.88435100, -87.62779100)"
538,CHICAGO,KEDZIE,66,1,261.4,480.1,10/1/12,Weekday,"(41.89547423, -87.70669089)"
442,WASHINGTON,JEFFERSON,"J14\,19\,20\,56",4,582,478,10/1/12,Weekday,"(41.88311000, -87.64284800)"
16192,LAWRENCE,SHERIDAN,81,1,37,477.7,10/1/12,Weekday,"(41.96903357, -87.65459087)"
70,JACKSON,DEARBORN,"1\,7\,X28\,126\,129\,130\,151",7,208.5,476.9,10/1/12,Weekday,"(41.87812100, -87.62946700)"
10264,CICERO,21ST PLACE,54,1,15.6,476.4,10/1/12,Weekday,"(41.85206625, -87.74437795)"
17046,ADAMS,CLARK,"1\,7\,X28\,126\,129\,130\,151",7,274.6,474.9,10/1/12,Weekday,"(41.87947219, -87.63110450)"
1728,DEVON,CAMPBELL,155,1,719.6,473.5,10/1/12,Weekday,"(41.99762675, -87.69231295)"
6700,TAYLOR,900 WEST,157,1,194.8,473.3,10/1/12,Weekday,"(41.86948400, -87.64875400)"
11401,MONTROSE,BLUE LINE STATION,78,1,468,473.1,10/1/12,Weekday,"(41.96087460, -87.74284284)"
622,CHICAGO,ASHLAND,66,1,459.5,472.1,10/1/12,Weekday,"(41.89615141, -87.66707916)"
8929,DAMEN,MILWAUKEE/NORTH AVE.,50,1,450.2,472.1,10/1/12,Weekday,"(41.90995195, -87.67737039)"
14224,WACKER (upper),STETSON,"6\,122\,123\,134\,135\,136",6,135.6,471.8,10/1/12,Weekday,"(41.88828454, -87.62242339)"
15364,MADISON,WESTERN,20,1,382.9,469.8,10/1/12,Weekday,"(41.88109893, -87.68607651)"
7252,92ND STREET,COMMERCIAL,"30\,95E",2,364.3,468,10/1/12,Weekday,"(41.72818417, -87.55133963)"
6579,CANAL,betw.RANDOLPH & WASHINGTO,"120\,122",2,489.3,467.7,10/1/12,Weekday,"(41.88354200, -87.63986400)"
2059,DIVISION,ASHLAND,70,1,927.1,467.1,10/1/12,Weekday,"(41.90344877, -87.66729040)"
1329,FULLERTON,CALIFORNIA,74,1,253.4,467.1,10/1/12,Weekday,"(41.92469808, -87.69756213)"
8082,47TH STREET,ASHLAND,47,1,325.2,466.9,10/1/12,Weekday,"(41.80867849, -87.66462160)"
2138,KING DRIVE,63RD STREET,3,1,468.8,465.1,10/1/12,Weekday,"(41.78043717, -87.61553790)"
15136,MADISON,PULASKI,20,1,678.2,465,10/1/12,Weekday,"(41.88083294, -87.72595327)"
1163,LAKE SHORE,WAVELAND,"135\,145\,146\,151\,152",5,136.9,463.7,10/1/12,Weekday,"(41.95042884, -87.64449132)"
14843,CENTRAL,MADISON,85,1,112.9,461.9,10/1/12,Weekday,"(41.87996143, -87.76495021)"
3804,LAWRENCE,KIMBALL,81,1,911.8,460.5,10/1/12,Weekday,"(41.96848271, -87.71319840)"
1162,LAKE SHORE,ADDISON,"135\,145\,146\,151\,152",5,60,459,10/1/12,Weekday,"(41.94882164, -87.64347358)"
556,CHICAGO,ASHLAND,66,1,449.5,458.5,10/1/12,Weekday,"(41.89599305, -87.66747410)"
9612,AUSTIN,BLUE LINE (FOREST PARK),91,1,98.1,458.4,10/1/12,Weekday,"(41.87110193, -87.77436591)"
17260,ASHLAND,47TH STREET,9,1,498.3,457.9,10/1/12,Weekday,"(41.80839146, -87.66510250)"
3479,WESTERN,95TH STREET,"48\,49A\,95W",3,50,457,10/1/12,Weekday,"(41.72059859, -87.68223215)"
14145,HARLEM,BLUE LINE STATION,90,1,139.2,456.8,10/1/12,Weekday,"(41.98196221, -87.80840792)"
9291,BELMONT,SHERIDAN,"77\,151\,156",3,100.3,456.6,10/1/12,Weekday,"(41.94004911, -87.63977241)"
11032,DIVERSEY,CLARK/BROADWAY,76,1,32.5,453.3,10/1/12,Weekday,"(41.93275087, -87.64450987)"
1678,WESTERN,DEVON,49B,1,202.5,452.3,10/1/12,Weekday,"(41.99760248, -87.68973846)"
2103,CHICAGO STATE UNIVERSITY,TERMINAL,"3\,4",2,501,451.6,10/1/12,Weekday,"(41.72106800, -87.60889800)"
1903,CLARK,NORTH AVENUE,"22\,36",2,472,451.6,10/1/12,Weekday,"(41.91110380, -87.63157979)"
15162,71ST STREET,JEFFERY,71,1,368.3,450.8,10/1/12,Weekday,"(41.76603472, -87.57610775)"
1596,MICHIGAN,18TH STREET,"1\,3\,4",3,98.4,450.8,10/1/12,Weekday,"(41.85764578, -87.62404108)"
8275,WESTERN,47TH STREET,49,1,299,449.7,10/1/12,Weekday,"(41.80849164, -87.68448710)"
12950,31ST STREET,PULASKI,"35\,53A\,82",3,14.7,447.5,10/1/12,Weekday,"(41.83694156, -87.72472526)"
1850,CLARK,DIVISION,22,1,180.8,447,10/1/12,Weekday,"(41.90402300, -87.63153400)"
14958,MADISON,LARAMIE,20,1,273.6,445.1,10/1/12,Weekday,"(41.88046755, -87.75533410)"
9453,91ST STREET,COMMERCIAL,"26\,87",2,505,444,10/1/12,Weekday,"(41.73014699, -87.55111067)"
1655,S HYDE PARK,56TH STREET,"6\,X28\,55",3,45.8,443.9,10/1/12,Weekday,"(41.79350191, -87.58394847)"
975,NORTH AVENUE,CICERO,72,1,326.5,443.4,10/1/12,Weekday,"(41.90974281, -87.74586122)"
5662,IRVING PARK,BROWN LINE STATION,80,1,161.8,443.4,10/1/12,Weekday,"(41.95410273, -87.67486629)"
14226,NORTH BLVD,HARLEM,"N20\,90",2,9.1,443.2,10/1/12,Weekday,"(41.88706411, -87.80408886)"
9053,PULASKI,CERMAK,53,1,92.9,443,10/1/12,Weekday,"(41.85174893, -87.72486869)"
17354,79TH STREET,COLFAX,79,1,55.4,442.3,10/1/12,Weekday,"(41.75174071, -87.56119292)"
2178,KING DRIVE,30TH STREET,3,1,257.8,441.7,10/1/12,Weekday,"(41.83972500, -87.61707700)"
1739,DEVON,CLARK,"36\,151\,155",3,727.3,441.6,10/1/12,Weekday,"(41.99801192, -87.67021201)"
15842,ASHLAND,CHICAGO,9,1,497.5,440.9,10/1/12,Weekday,"(41.89590919, -87.66742868)"
5743,IRVING PARK,HARLEM,80,1,23.4,439.9,10/1/12,Weekday,"(41.95283838, -87.80707883)"
14801,LINCOLNWD CTR,NEAR MALL,"82\,96",2,401.4,439.8,10/1/12,Weekday,"(42.00935894, -87.71446223)"
12568,ADDISON,OAKLEY,152,1,404.3,439.5,10/1/12,Weekday,"(41.94681107, -87.68570343)"
5710,IRVING PARK,KEYSTONE,80,1,93.5,439.5,10/1/12,Weekday,"(41.95374569, -87.72903944)"
2534,35TH STREET,RHODES (west leg),"4\,35",2,318.8,438.2,10/1/12,Weekday,"(41.83108222, -87.61402260)"
17541,CUMBERLAND,BLUE LINE STATION,81W,1,0,437.9,10/1/12,Weekday,"(41.98367954, -87.83902780)"
15880,63RD STREET,HALSTED,63,1,558.5,437.8,10/1/12,Weekday,"(41.77978284, -87.64501406)"
4494,ARCHER,CALIFORNIA,62,1,169.2,436.5,10/1/12,Weekday,"(41.82023015, -87.69437815)"
14527,WESTERN,FOSTER,"49\,49B",2,399.1,434.9,10/1/12,Weekday,"(41.97610579, -87.68901484)"
11143,KIMBALL,DIVERSEY/MILWAUKEE,82,1,330.2,432.7,10/1/12,Weekday,"(41.93229100, -87.71239700)"
9603,AUSTIN,SOUTH BLVD/CORCORAN,"N20\,91",2,223,432.4,10/1/12,Weekday,"(41.88691474, -87.77495401)"
582,CHICAGO,FAIRBANKS,"3\,26\,66\,157",4,61.9,431.2,10/1/12,Weekday,"(41.89671600, -87.62053000)"
3661,HALSTED,95TH STREET,"8A\,108",2,321.3,430.4,10/1/12,Weekday,"(41.72129969, -87.64307859)"
1917,CLARK,DIVERSEY,22,1,465.7,429.8,10/1/12,Weekday,"(41.93320536, -87.64509517)"
15537,KING DRIVE,63RD STREET,3,1,574,428.2,10/1/12,Weekday,"(41.78038321, -87.61570125)"
8972,PULASKI,PETERSON,53,1,516.1,428.2,10/1/12,Weekday,"(41.98985086, -87.72821356)"
14981,ROOSEVELT,CALIFORNIA,12,1,350.7,427.8,10/1/12,Weekday,"(41.86660599, -87.69620946)"
15249,ASHLAND,87TH STREET,9,1,200.6,427.8,10/1/12,Weekday,"(41.73548266, -87.66320433)"
1597,MICHIGAN,CULLERTON,"1\,3\,4",3,188.4,427.5,10/1/12,Weekday,"(41.85534056, -87.62399267)"
4508,KARLOV,ARCHER,62,1,280.9,426.5,10/1/12,Weekday,"(41.80104844, -87.72591225)"
2553,COTTAGE GROVE,51ST STREET,4,1,357.2,425.8,10/1/12,Weekday,"(41.80233514, -87.60653007)"
10301,CICERO,CHICAGO,54,1,291.7,424.2,10/1/12,Weekday,"(41.89487830, -87.74571603)"
15520,35TH STREET,INDIANA,"4\,35",2,454.5,422.8,10/1/12,Weekday,"(41.83099809, -87.62150279)"
17703,MARQUETTE,STONY ISLAND,67,1,52.6,422.2,10/1/12,Weekday,"(41.77511247, -87.58646695)"
5217,JEFFERY,75TH STREET,"J14\,15",2,273.3,422,10/1/12,Weekday,"(41.75862707, -87.57622155)"
5236,JEFFERY,95TH STREET,"J14\,15",2,195.8,421.7,10/1/12,Weekday,"(41.72226336, -87.57542115)"
15878,63RD STREET,UNION,63,1,92.7,421.4,10/1/12,Weekday,"(41.77984117, -87.64286869)"
10840,71ST STREET,COTTAGE GROVE/SO. CHICAGO,71,1,129.9,420.8,10/1/12,Weekday,"(41.76592888, -87.60633362)"
7154,47TH STREET,GREEN LINE STATION,47,1,306.3,420,10/1/12,Weekday,"(41.80940600, -87.61877531)"
15025,87TH STREET,COTTAGE GROVE,87,1,815.5,419.5,10/1/12,Weekday,"(41.73671054, -87.60520789)"
9350,BELMONT,HARLEM,77,1,124.1,419.4,10/1/12,Weekday,"(41.93806847, -87.80647020)"
2574,COTTAGE GROVE,71ST STREET/SOUTH CHICAGO,4,1,299.5,419.1,10/1/12,Weekday,"(41.76622334, -87.60572291)"
3574,OLD ORCHARD RD,W. ENT. MARSHALL FIELDS,"54A\,97\,201\,205",4,314.5,418,10/1/12,Weekday,"(42.05944639, -87.75027039)"
11156,KIMBALL,NORTH AVENUE,82,1,312.5,418,10/1/12,Weekday,"(41.91021314, -87.71194828)"
15540,HOMAN,BLUE LINE STATION (FOREST PARK),82,1,381.8,417.9,10/1/12,Weekday,"(41.87404431, -87.71069120)"
3680,PERRY,79TH STREET,"8A\,24",2,183.4,417.5,10/1/12,Weekday,"(41.75107300, -87.62759300)"
17413,MILWAUKEE,DIVERSEY/KIMBALL,"56\,76",2,278.8,417.3,10/1/12,Weekday,"(41.93171636, -87.71186633)"
15761,MIDWAY TERMINAL,ORANGE LINE STATION,54B,1,496.7,417.1,10/1/12,Weekday,"(41.78652565, -87.73878099)"
2515,COTTAGE GROVE,43RD STREET,4,1,223.2,416.9,10/1/12,Weekday,"(41.81670687, -87.60661044)"
10582,GARFIELD,GREEN LINE STATION,55,1,413.8,414.9,10/1/12,Weekday,"(41.79481598, -87.61831007)"
11827,HIGGINS,HARLEM,90,1,87,414.7,10/1/12,Weekday,"(41.98129468, -87.80741180)"
17256,ASHLAND,47TH STREET,9,1,497.4,414.6,10/1/12,Weekday,"(41.80900114, -87.66483748)"
7056,S. SHORE DRIVE,75TH STREET,"6\,26",2,91.7,414.6,10/1/12,Weekday,"(41.76038306, -87.55705362)"
4847,FOSTER,MARINE DRIVE,"136\,144\,146\,147",4,31.2,414.5,10/1/12,Weekday,"(41.97649973, -87.65257447)"
14182,WESTERN,BERWYN,49,1,0,413.7,10/1/12,Weekday,"(41.97851729, -87.68952073)"
1041,SHERIDAN,BERWYN (south leg),"92\,136\,144\,146\,147\,151",6,1237.2,412.5,10/1/12,Weekday,"(41.97801194, -87.65512909)"
15203,CHICAGO,WESTERN,66,1,334.4,412.4,10/1/12,Weekday,"(41.89581166, -87.68731082)"
4888,MARINE DRIVE,IRVING PARK,"136\,144\,146",3,58.8,412.3,10/1/12,Weekday,"(41.95495093, -87.64521079)"
2811,79TH STREET,EXCHANGE (south leg),79,1,26.3,411.8,10/1/12,Weekday,"(41.75185300, -87.55308000)"
14496,HALSTED,69TH STREET,"8\,169",2,308.4,411.3,10/1/12,Weekday,"(41.76839991, -87.64458968)"
2719,FORD CITY,SHOPPING CENTER DRIVEWAY,79,1,645.9,410.8,10/1/12,Weekday,"(41.75543300, -87.73925000)"
894,NORTH AVENUE,WESTERN,72,1,197.6,409.1,10/1/12,Weekday,"(41.91020502, -87.68743416)"
1869,CLARK,ADAMS,"22\,24\,129",3,154.8,408.6,10/1/12,Weekday,"(41.87906800, -87.63086700)"
2805,79TH STREET,YATES,79,1,65.9,408.5,10/1/12,Weekday,"(41.75166300, -87.56638700)"
14576,WESTERN,63RD STREET,49,1,432.7,407.6,10/1/12,Weekday,"(41.77902941, -87.68378303)"
15555,PULASKI,15TH STREET,53,1,120.8,406.1,10/1/12,Weekday,"(41.86048759, -87.72509292)"
17199,DEVON,CALIFORNIA,155,1,81.5,405.4,10/1/12,Weekday,"(41.99761916, -87.69986091)"
14848,26TH STREET,PULASKI,60,1,112.2,405.1,10/1/12,Weekday,"(41.84432128, -87.72482355)"
14508,DEARBORN,JACKSON,"22\,24\,36\,62\,129",5,738.4,404.8,10/1/12,Weekday,"(41.87803547, -87.62920125)"
9058,PULASKI,26TH STREET,53,1,130.9,403.8,10/1/12,Weekday,"(41.84437938, -87.72464904)"
3222,63RD STREET,KING DRIVE,63,1,949.7,403.2,10/1/12,Weekday,"(41.78030144, -87.61552795)"
11583,CENTRAL,CORCORAN,85,1,740.9,401.7,10/1/12,Weekday,"(41.88710482, -87.76498991)"
754,ILLINOIS,McCLURG,"2\,29\,65\,66\,120\,121\,124",7,21.6,401.6,10/1/12,Weekday,"(41.89100200, -87.61786000)"
